DMU;ID ;year;Bank;Bank code;Listed;Type;Islamic;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
BNP Paribas El Djazaïr/2010;1;2010;BNP Paribas El Djazaïr;8;0;CB;0;0,627;0,39;0,418;1649,654;240,337;0,107;46,171;972,003;0,047;12,754;941,071;46,573;72,631;;;40,775;75,349;61,836;21,06;0,026;0,242;2242,703;7,715;166825,7;1743,183;1650,459;13,072;61,836;75,349;802,112;74,386;1;0,033;4566,891;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,007;0,098;0,896;0,007;0,123;0,87;0,002;0,092;0,906;0,739;32,432;0,294;0,3111111;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,013;1962;#REF!;1;0,077;0,051
CPA/2005;1;2005;CPA;9;0;CB;0;0,587;0,482;0,403;4997,523;450,35;0,077;66,87;;;73,694;1843,706;45,035;154,211;;;50,494;55,953;84,611;34,117;0,006;0,085;5851,823;8,675;525,4;4428,444;5054,84;62,776;84,611;55,953;2584,737;73,276;1000;0,051;3111,703;8,043;0,035;0,105;0,014;0,165;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,024;0,062;0,914;0,015;0,059;0,926;0,012;0,054;0,933;0,739;17,023;0,294;0,3111111;French;0;1;5,25;3;0,23;53,2;30;26;73,9;61,8;70;55,9;80,1;54,4;50;30;;1962;#REF!;1;0,062;0,028
CPA/2006;1;2006;CPA;9;0;CB;0;0,622;0,485;0,374;5613,475;640,085;0,095;71,579;1895,477;;6,883;1895,477;53,685;191,337;;;60,567;59,191;93,604;33,037;0,017;0,199;6716,073;8,812;602,5;5302,38;5616,229;48,178;93,604;59,191;3406,903;72,647;1000;0,02;3508,909;8,163;0,005;0,113;0,023;0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,073;0,917;0,011;0,082;0,907;0,006;0,065;0,929;0,739;22,959;0,294;0,3111111;French;0;1;5,17;3;0,23;55,7;30;27;73,9;74,4;74,8;57,4;78,8;61;50;30;0,004;1962;#REF!;1;0,062;0,028
CPA/2007;1;2007;CPA;9;0;CB;0;0,472;0,363;0,473;6348,46;861,566;0,112;301,62;2278,749;;76,487;2278,749;64,942;199,156;;;89,476;66,385;125,555;36,079;0,007;0,068;7712,245;8,951;534,4;5966,022;6351,346;47,624;125,555;66,385;3687,273;69,292;1000;0,03;4005,224;8,295;0,014;0,12;0,037;0,073;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,009;0,069;0,922;0,01;0,105;0,885;0,005;0,064;0,931;0,739;24,224;0,294;0,3111111;French;0;1;5,02;3;0,23;55,4;30;28;73,8;74,2;73,7;57,6;80,7;66;50;20;0,034;1962;#REF!;1;0,077;0,029
CPA/2008;1;2008;CPA;9;0;CB;0;0,769;0,414;0,329;9137,108;1108,654;0,099;320,519;3366,221;;46,452;3366,221;102,194;264,776;;;78,968;106,84;122,324;43,355;0,016;0,154;11218,157;9,325;1280,2;8804,202;9140,205;63,484;122,324;106,84;5437,98;64,583;1000;0,024;4966,572;8,51;0,008;0,122;0,049;0,146;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,007;0,084;0,909;0,008;0,117;0,875;0,003;0,075;0,922;0,739;23,431;0,294;0,3111111;French;0;1;4,82;3;0,23;56,2;30;31;77;74,6;73,6;57;80,2;68,8;40;30;0,014;1962;#REF!;1;0,077;0,029
CPA/2009;1;2009;CPA;9;0;CB;0;0,686;0,482;0,379;9031,292;1149,387;0,107;278,055;3684,921;;2,753;3684,921;88,097;214,736;;;75,708;97,732;118,38;42,672;0,015;0,146;10723,024;9,28;1137,6;8755,989;9031,292;53,684;118,38;97,732;5071,068;72,647;1000;0,024;3951,911;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,007;0,098;0,896;0,007;0,123;0,87;0,002;0,092;0,906;0,739;24,936;0,294;0,3111111;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,001;1962;#REF!;1;0,077;0,051
CPA/2010;1;2010;CPA;9;0;CB;0;0,611;0,571;0,378;9254,432;1230,07;0,112;241,981;4529,079;;-37,642;4529,079;84,693;201,651;;;114,269;100,825;114,269;;0,016;0,147;10952,332;9,301;1222,1;8203,158;9254,432;61,84;114,269;100,825;3674,079;74,386;1000;0,033;4566,891;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,007;0,098;0,896;0,007;0,123;0,87;0,002;0,092;0,906;0,739;26,213;0,294;0,3111111;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;-0,008;1962;#REF!;1;0,077;0,051
Gulf Bank Algeria/2008;1;2008;Gulf Bank Algeria;10;0;CB;0;0,835;0,451;0,333;201,882;69,351;0,163;10,789;271,03;;-1,589;271,03;19,614;14,821;;;8,114;20,465;11,759;3,645;0,051;0,282;425,813;6,054;42167,7;287,812;229,431;1,915;11,759;20,465;16,782;64,58;1;0,024;4966,57;8,51;0,008;0,122;0,049;0,146;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,08;0,91;0,01;0,12;0,88;0;0,07;0,92;0,71;20,274;0,294;0,31;French;0;1;4,82;3;0,23;56,2;30;31;77;74,6;73,6;57;80,2;68,8;40;30;-0,006;1962;#REF!;1;0,08;0,03
Gulf Bank Algeria/2009;1;2009;Gulf Bank Algeria;10;0;CB;0;0,711;0,266;0,388;315,101;159,09;0,25;17,501;310,658;;6,799;310,658;29,738;29,881;;;18,352;29,738;23,154;4,803;0,04;0,182;636,142;6,455;68099,4;313,45;354,503;4,04;23,154;29,738;2,792;72,65;1;0,024;3951,91;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,71;27,428;0,294;0,31;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,022;1962;#REF!;1;0,08;0,05
Gulf Bank Algeria/2010;1;2010;Gulf Bank Algeria;10;0;CB;0;1;0,283;0,357;442,988;166,628;0,216;34,727;355,07;;3,447;355,07;40,813;21,124;;;22,094;40,813;22,094;;0,039;0,17;770,425;6,647;88835,1;356,664;517,853;5,672;22,094;40,813;1,594;74,39;1;0,033;4566,89;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,71;24,187;0,294;0,31;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,01;1962;#REF!;1;0,08;0,05
Housing Bank for Trade and Finance - Algeria/2006;1;2006;Housing Bank for Trade and Finance - Algeria;11;0;CB;0;0,313;0,257;0,712;48,39;38,16;0,327;4,649;45,809;;1,305;45,809;1,423;3,177;;;1,686;1,88;3,6;1,913;0,001;0,003;116,793;4,76;8484,6;52,724;48,39;0,384;3,6;1,88;6,914;72,65;1;0,02;3508,91;8,163;0,005;0,113;0,023;0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,08;0,91;0,01;0,06;0,93;0,71;30,046;0,294;0,31;French;0;1;5,17;3;0,23;55,7;30;27;73,9;74,4;74,8;57,4;78,8;61;50;30;0,028;1962;#REF!;1;0,06;0,03
Housing Bank for Trade and Finance - Algeria/2007;1;2007;Housing Bank for Trade and Finance - Algeria;11;0;CB;0;0,313;0,236;0,587;74,564;42,201;0,288;6,683;61,453;;1,398;61,453;2,541;4,073;;;2,44;5,106;5,384;2,944;0,012;0,039;146,332;4,986;10139,7;63,386;74,564;0,41;5,384;5,106;1,934;69,29;1;0,03;4005,22;8,295;0,014;0,12;0,037;0,073;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,1;0,89;0,01;0,06;0,93;0,71;27,532;0,294;0,31;French;0;1;5,02;3;0,23;55,4;30;28;73,8;74,2;73,7;57,6;80,7;66;50;20;0,023;1962;#REF!;1;0,08;0,03
Housing Bank for Trade and Finance - Algeria/2008;1;2008;Housing Bank for Trade and Finance - Algeria;11;0;CB;0;0,395;0,225;0,512;57,09;47,57;0,323;6,229;85,029;;2,775;85,029;4,221;5,272;;;4,181;10,992;8,324;4,144;0,023;0,076;147,251;4,992;9689,1;94,476;57,09;0,389;8,324;10,992;9,447;64,58;1;0,024;4966,57;8,51;0,008;0,122;0,049;0,146;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,08;0,91;0,01;0,12;0,88;0;0,07;0,92;0,71;31,753;0,294;0,31;French;0;1;4,82;3;0,23;56,2;30;31;77;74,6;73,6;57;80,2;68,8;40;30;0,033;1962;#REF!;1;0,08;0,03
Housing Bank for Trade and Finance - Algeria/2009;1;2009;Housing Bank for Trade and Finance - Algeria;11;0;CB;0;0,309;0,22;0,647;91,6;141,607;0,543;6,265;81,414;;3,649;81,414;3,772;5,828;;;8,344;7,067;8,344;;0,002;0,004;260,647;5,563;19081,8;210,869;91,6;0,48;8,344;7,067;129,455;72,65;1;0,024;3951,91;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,71;49,983;0,294;0,31;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,045;1962;#REF!;1;0,08;0,05
Housing Bank for Trade and Finance - Algeria/2010;1;2010;Housing Bank for Trade and Finance - Algeria;11;0;CB;0;0,388;0,228;0,436;149,952;146,062;0,435;7,086;84,864;;2,91;84,864;7,112;6,864;;;8,18;11,891;8,18;;0,023;0,049;335,772;5,816;25171;281,315;149,952;0,695;8,18;11,891;196,451;74,39;1;0,033;4566,89;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,71;42,016;0,294;0,31;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,034;1962;#REF!;1;0,08;0,05
Natixis Algerie/2009;1;2009;Natixis Algerie;12;0;CB;0;0,507;0,333;0,589;351,615;161,122;0,233;37,642;428,073;;2,398;428,073;17,818;27,581;;;26,74;17,819;26,74;;0,018;0,096;690,684;6,538;86778,4;432,331;446,449;2,77;26,74;17,819;4,258;72,65;1;0,024;3951,91;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;33,191;0,294;0,31;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,006;1962;#REF!;1;0,08;0,05
Natixis Algerie/2010;1;2010;Natixis Algerie;12;0;CB;0;0,68;0,347;0,492;376,289;178,729;0,243;38,312;493,582;;6,395;493,582;25,276;36,199;;;30,23;25,276;30,23;;0,025;0,106;735,907;6,601;96696;496,142;480,757;2,923;30,23;25,276;2,56;74,39;1;0,033;4566,89;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;35,393;0,294;0,31;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,013;1962;#REF!;1;0,08;0,05
Société Générale Algérie/2005;1;2005;Société Générale Algérie;13;0;CB;0;0,486;0,243;0,577;375,364;43,542;0,084;6,376;240,293;;5,15;240,293;9,954;19,806;;;12,875;9,954;17,165;4,291;0,017;0,202;520,411;6,255;67094,3;323,888;375,364;9,018;17,165;9,954;83,595;73,28;1;0,051;3111,7;8,043;0,035;0,105;0,014;0,165;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,02;0,06;0,91;0,01;0,06;0,93;0,01;0,05;0,93;0,711;24,997;0,294;0,31;French;0;1;5,25;3;0,23;53,2;30;26;73,9;61,8;70;55,9;80,1;54,4;50;30;0,021;1962;#REF!;1;0,06;0,03
Société Générale Algérie/2006;1;2006;Société Générale Algérie;13;0;CB;0;0,506;0,333;0,637;651,425;49,331;0,055;15,189;466,601;;12,763;466,601;15,357;37,541;;;25,398;15,357;33,682;8,284;0,012;0,187;890,603;6,792;103886,7;552,213;651,425;13,354;33,682;15,357;85,612;72,65;1;0,02;3508,91;8,163;0,005;0,113;0,023;0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,08;0,91;0,01;0,06;0,93;0,711;16,831;0,294;0,31;French;0;1;5,17;3;0,23;55,7;30;27;73,9;74,4;74,8;57,4;78,8;61;50;30;0,027;1962;#REF!;1;0,06;0,03
Société Générale Algérie/2007;1;2007;Société Générale Algérie;13;0;CB;0;0,567;0,455;0,659;895,255;64,408;0,053;22,226;794,247;;20,096;794,247;21,474;66,85;;;42,485;21,474;58,227;15,742;0,012;0,219;1226,603;7,112;158151,1;888,575;895,255;22,057;58,227;21,474;94,328;69,29;1;0,03;4005,22;8,295;0,014;0,12;0,037;0,073;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,1;0,89;0,01;0,06;0,93;0,711;15,971;0,294;0,31;French;0;1;5,02;3;0,23;55,4;30;28;73,8;74,2;73,7;57,6;80,7;66;50;20;0,025;1962;#REF!;1;0,08;0,03
Société Générale Algérie/2008;1;2008;Société Générale Algérie;13;0;CB;0;0,729;0,674;0,55;1174,409;122,271;0,072;28,024;1338,668;;41,663;1323,044;37,351;109,209;;;65,923;52,98;89,24;23,317;0,015;0,231;1693,984;7,435;164102;1412,062;1268,985;36,677;89,24;52,98;89,018;64,58;1;0,024;4966,57;8,51;0,008;0,122;0,049;0,146;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,08;0,91;0,01;0,12;0,88;0;0,07;0,92;0,711;21,601;0,294;0,31;French;0;1;4,82;3;0,23;56,2;30;31;77;74,6;73,6;57;80,2;68,8;40;30;0,031;1962;#REF!;1;0,08;0,03
Société Générale Algérie/2009;1;2009;Société Générale Algérie;13;0;CB;0;0,788;0,608;0,473;1472,319;282,777;0,132;32,268;1231,625;;23,774;1199,182;38,804;91,356;;;45,583;55,219;69,277;23,694;0,02;0,182;2136,09;7,667;265064,4;1404,007;1574,024;9,812;69,277;55,219;204,825;72,65;1;0,024;3951,91;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;37,781;0,294;0,31;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,019;1962;#REF!;1;0,08;0,05
Société Générale Algérie/2010;1;2010;Société Générale Algérie;13;0;CB;0;1;0,739;0,495;1473,477;293,733;0,138;27,053;1448,261;;15,409;1409,27;53,45;93,371;;;52,374;67,882;79,873;27,498;0,022;0,161;2127,09;7,663;272422,7;1565,134;1585,299;12,24;79,873;67,882;155,864;74,39;1;0,033;4566,89;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;39,758;0,294;0,31;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,011;1962;#REF!;1;0,08;0,05
Trust Bank Algeria/2005;1;2005;Trust Bank Algeria;14;0;CB;0;0,67;0,508;0,216;67,554;21,575;0,202;1,876;47,145;0,019;1,323;47,145;2,752;4,644;;;1,077;2,752;1,597;0,52;0,053;0,265;106,712;4,67;15243,77;50,48;67,554;0,48;1,597;2,752;3,335;73,28;1;0,051;3111,7;8,043;0,035;0,105;0,014;0,165;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,02;0,06;0,91;0,01;0,06;0,93;0,01;0,05;0,93;0,711;10,823;0,294;0,31;French;0;1;5,25;3;0,23;53,2;30;26;73,9;61,8;70;55,9;80,1;54,4;50;30;0,028;1962;#REF!;1;0,06;0,03
Trust Bank Algeria/2006;1;2006;Trust Bank Algeria;14;0;CB;0;1;0,611;0,25;100,372;44,845;0,266;1,958;99,664;;9,269;99,664;9,161;4,867;;;2,008;9,161;3,51;1,502;0,003;0,012;168,855;5,129;22680,41;103,59;100,372;0,415;3,51;9,161;3,926;72,65;1;0,02;3508,91;8,163;0,005;0,113;0,023;0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,08;0,91;0,01;0,06;0,93;0,711;11,399;0,294;0,31;French;0;1;5,17;3;0,23;55,7;30;27;73,9;74,4;74,8;57,4;78,8;61;50;30;0,093;1962;#REF!;1;0,06;0,03
Trust Bank Algeria/2007;1;2007;Trust Bank Algeria;14;0;CB;0;0,585;0,401;0,259;66,03;54,955;0,366;3,676;83,137;;3,046;83,137;4,626;8,58;;;2,415;8,515;4,434;2,019;0,041;0,131;150,019;5,011;16334,19;95,893;71,767;0,304;4,434;8,515;12,756;69,29;1;0,03;4005,22;8,295;0,014;0,12;0,037;0,073;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,07;0,92;0,01;0,1;0,89;0,01;0,06;0,93;0,711;17,294;0,294;0,31;French;0;1;5,02;3;0,23;55,4;30;28;73,8;74,2;73,7;57,6;80,7;66;50;20;0,037;1962;#REF!;1;0,08;0,03
Trust Bank Algeria/2008;1;2008;Trust Bank Algeria;14;0;CB;0;0,835;0,543;0,357;79,819;71,895;0,262;5,849;179,733;;3,663;179,733;9,908;10,317;;;3,451;9,908;7,218;3,768;0,061;0,202;274,224;5,614;32731,28;180,755;183,671;0,327;7,218;9,908;1,022;64,58;1;0,024;4966,57;8,51;0,008;0,122;0,049;0,146;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,08;0,91;0,01;0,12;0,88;0;0,07;0,92;0,711;13,717;0,294;0,31;French;0;1;4,82;3;0,23;56,2;30;31;77;74,6;73,6;57;80,2;68,8;40;30;0,02;1962;#REF!;1;0,08;0,03
Trust Bank Algeria/2009;1;2009;Trust Bank Algeria;14;0;CB;0;0,655;0,477;0,272;183,554;158,536;0,387;14,043;241,396;;12,018;241,396;11,759;16,34;;;6,042;21,885;10,395;4,353;0,035;0,103;409,844;6,016;49472,37;254,544;193,432;0,685;10,395;21,885;13,148;72,65;1;0,024;3951,91;8,282;0,009;0,155;0,057;-0,113;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;17,919;0,294;0,31;French;0;1;4,88;3;0,23;56,6;30;30;77,2;74,1;72,5;55,5;78,6;68,6;50;30;0,05;1962;#REF!;1;0,08;0,05
Trust Bank Algeria/2010;1;2010;Trust Bank Algeria;14;0;CB;0;1;0,463;0,211;194,458;185,071;0,419;14,688;266,238;;4,609;266,238;32,22;24,616;;;11,848;31,609;11,848;;0,069;0,171;441,858;6,091;61724,89;305,726;208,131;0,812;11,848;31,609;39,487;74,39;1;0,033;4566,89;8,427;0,018;0,146;0,039;0,162;7,5;5;5,903;5;8;2,5;0;6,25;3,125;4,809;7,917;3,929;6,012;4,167;7,222;3,333;0;6,429;2,5;4,612;0,01;0,1;0,9;0,01;0,12;0,87;0;0,09;0,91;0,711;20,723;0,294;0,31;French;0;1;4,87;3;0,23;56,9;30;32;83,5;73,4;71,2;56,4;77,2;70,7;45;30;0,017;1962;#REF!;1;0,08;0,05
Banco BIC, SA/2005;2;2005;Banco BIC, SA;15;0;CB;0;0,131;0,121;0,495;338,911;10,767;0,027;8,918;71,52;;2,469;71,52;1,349;6,131;14;232;3,13;8,188;7,084;3,954;0,012;0,443;393,438;5,975;34291,7;291,297;338,911;7,691;7,084;8,188;219,777;87,16;1;0,183;1712,27;7,446;0,144;0,041;0,23;0,26;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,32;0,37;0,31;0,27;0,37;0,36;0,42;0,16;0,43;0,746;3,44;0,773;0,14;French;0;1;;3;;;;;;;;;;;;;0,035;1975;#REF!;4;0,15;
Banco BIC, SA/2006;2;2006;Banco BIC, SA;15;0;CB;0;0,394;0,311;0,412;1148,416;67,747;0,054;23,483;532,234;;12,372;531,921;11,524;34,44;40;568;17,151;41,877;31,412;14,261;0,039;0,819;1247,166;7,129;100232,3;1076,561;1148,416;19,474;31,412;41,877;544,639;80,37;1;0,207;2456,71;7,807;0,17;0,055;0,133;0,13;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,41;0,35;0,24;0,32;0,37;0,31;0,38;0,37;0,25;0,746;8,109;0,773;0,14;French;0;1;;3;;43,5;30;20;84,9;40,1;26,8;44,9;40,3;68;30;50;0,023;1975;#REF!;4;0,15;
Banco BIC, SA/2007;2;2007;Banco BIC, SA;15;0;CB;0;0,574;0,453;0,381;2068,076;149,228;0,066;45,643;1201,802;;17,57;1200,286;36,56;88,424;61;860;28,648;66,463;59,072;30,424;0,044;0,711;2275,96;7,73;174580,1;1899,598;2068,076;41,745;59,072;66,463;699,312;76,71;1;0,226;3449,23;8,146;0,19;0,079;0,122;0,126;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,44;0,36;0,2;0,38;0,39;0,22;0,43;0,34;0,23;0,746;9,511;0,773;0,14;French;0;1;;3;;44,7;20;20;85;61,6;35,3;44,9;47,7;73;20;40;0,015;1975;#REF!;4;0,15;
Banco BIC, SA/2008;2;2008;Banco BIC, SA;15;0;CB;0;0,471;0,369;0,315;4066,923;293,607;0,065;70,354;1681,483;;40,782;1646,012;52,872;185,729;100;1092;47,932;123,56;97,387;49,455;0,041;0,632;4537,152;8,42;355632,1;3869,87;4066,923;109,35;97,387;123,56;2223,858;75,03;1;0,138;4666,71;8,448;0,106;0,099;0,125;0,197;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,47;0,36;0,18;0,4;0,35;0,24;0,45;0,37;0,18;0,746;9,209;0,773;0,14;French;0;1;;3;;46,9;20;22;85,2;72,8;36,7;41,5;57,8;73;20;40;0,024;1975;#REF!;4;0,37;
Banco BIC, SA/2009;2;2009;Banco BIC, SA;15;0;CB;0;0,418;0,418;0,256;4179,873;518,353;0,107;85,769;2177,466;;38,945;2071,346;18,707;204,08;107;1168;46,316;187,032;100,212;53,895;0,037;0,421;4826,475;8,482;395717,8;3763,356;4179,873;144,289;100,212;187,032;1692,009;79,33;1;0,024;4068,55;8,311;-0,004;0,17;0,137;-0,074;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,49;0,28;0,23;0,48;0,25;0,27;0,58;0,23;0,19;0,746;12,546;0,773;0,14;French;0;1;;3;;47;20;22;85,2;62,2;43,6;43,5;61,8;72;20;40;0,018;1975;#REF!;4;0,39;
Banco BIC, SA/2010;2;2010;Banco BIC, SA;15;0;CB;0;0,364;0,364;0,377;4237,052;569,214;0,116;91,174;2072,924;;14,12;1969,949;16,897;170,835;123;1290;46,361;118,035;108,996;62,636;0,032;0,282;4906,676;8,498;471748,3;3858,886;4237,052;194,807;108,996;118,035;1888,937;91,91;1;0,034;4321,94;8,371;0,006;0,181;0,145;0,224;3,688;3,611;7,987;8,333;5,5;6,25;0;0;3,75;4,347;3,958;4,286;8,155;9,167;5,833;5,833;0;0;2,857;4,454;0,49;0,28;0,23;0,48;0,25;0,27;0,58;0,23;0,19;0,746;12,844;0,773;0,14;French;0;1;;3;;48,4;20;19;85,1;62,8;43,4;45,2;62,6;70,4;35;40;0,007;1975;#REF!;4;0,39;
